show_id,type,title,director,cast,country,date_added,release_year,rating,duration,description,year_added,month_added,genre,ISO
s3063,Movie,jimmy neutron: boy genius,john a. davis,"debi derryberry, jeffrey garcia, rob paulsen, megan cavanagh, mark decarlo, carolyn lawrence, andrea martin, candi milo, crystal scales, martin short, patrick stewart, jim cummings",United States,2020-01-01,2001,G,83 min,"When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them.",2020,January,Children & Family Movies,USA
s3064,TV Show,live up to your name,unknown,"kim nam-gil, kim ah-joong, yoo min-kyu, moon ga-young, yun ju-sang, um hyo-sup, an seok-hwan, lee dae-yeon, oh dae-whan",South Korea,2020-01-01,2017,TV-MA,1 Season,"Pushed together by twists of time, a Joseon doctor and a cardiac surgeon overcome their 400-year divide as they learn and heal through each other.",2020,January,International TV Shows,KOR
s3065,Movie,luccas neto in: children's day,lucas margutti,"luccas neto, vivian duarte, giobanna alparone, jéssica diehl",Unknown,2020-01-01,2019,TV-G,81 min,"When Luccas Neto plans a big Children's Day celebration, an unexpected threat at school puts the party – and his friends – at risk.",2020,January,Children & Family Movies,Unknown
s3066,TV Show,messiah,unknown,"michelle monaghan, mehdi dehbi, john ortiz, tomer sisley, melinda page hamilton, stefania lavie owen, sayyid el alami, jane adams, wil traval, fares landoulsi",United States,2020-01-01,2020,TV-MA,1 Season,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. A fictional story not based on true events.,2020,January,TV Dramas,USA
s3067,TV Show,mia and me,unknown,"rosabell laurenti sellers, adrian moore, saphia stoney, josephine benini, andrew craig, tajja isen, rod wilson, linda ballantyne, jonathan wilson, elizabeth hanna, norma dell'agnese",Netherlands,2020-01-01,2017,TV-Y7,2 Seasons,"A mysterious gift from her late parents sends 12-year-old Mia into an enchanted world of elves, unicorns and an evil queen named Panthea.",2020,January,Kids' TV,NLD
s3068,TV Show,"nisman: the prosecutor, the president, and the spy",justin webster,unknown,Spain,2020-01-01,2020,TV-MA,1 Season,"This docuseries details the suspicious death of Alberto Nisman, investigator of the 1994 bombing of the Argentine Israelite Mutual Association building.",2020,January,Crime TV Shows,ESP
s3069,Movie,pan's labyrinth,guillermo del toro,"ivana baquero, sergi lópez, maribel verdú, doug jones, ariadna gil, álex angulo, manolo solo, césar vea, roger casamajor, sergi lopez",Mexico,2020-01-01,2006,R,119 min,Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.,2020,January,Dramas,MEX
s3070,Movie,pokémon the movie: power of us,tetsuo yajima,"gim yeong-seon, ikue otani, o inseong, i sen-ho, jeong-shin woo, sarah natochenny",Japan,2020-01-01,2018,TV-Y7,98 min,"Ash and Pikachu journey to Fula City for its Wind Festival. When disaster looms, they must work together with a group of misfits to save the day!",2020,January,Anime Features,JPN
s3071,Movie,posesif,edwin,"putri marino, adipati dolken, gritte agatha, chicco kurniawan, yayu unru, cut mini theo, ismail basbeth, maulidina k. putri",Indonesia,2020-01-01,2017,TV-MA,102 min,A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.,2020,January,Dramas,IDN
s3072,TV Show,reply 1988,unknown,"lee hye-ri, park bo-gum, ryu jun-yeol, ko kyoung-pyo, lee dong-hwi, ryu hye-young, sung dong-il, lee il-hwa",South Korea,2020-01-01,2015,TV-14,1 Season,Take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.,2020,January,International TV Shows,KOR
s3073,Movie,riot,john lyde,"matthew reese, dolph lundgren, danielle chuchran, chuck liddell, michael flynn, renny grames, eve mauro, melanie stone, michaela mcallister, amy sturdivant",Unknown,2020-01-01,2015,TV-MA,88 min,"Seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the Russian kingpin who ruined his life.",2020,January,Action & Adventure,Unknown
s3074,Movie,road trip: beer pong,steve rash,"nestor aaron absera, julianna guill, preston jones, julia levy-boeken, danny pudi, michael trotter, daniel newman, dj qualls",United States,2020-01-01,2009,R,97 min,"When three college pals hit the road to compete in a big-time beer pong tournament, their trip morphs into an outrageous odyssey.",2020,January,Comedies,USA
s3075,TV Show,save me,unknown,"taecyeon, seo ye-ji, cho seong-ha, woo do‑hwan, son byung-ho, kim kwang-gyoo, yun yoo-sun, park ji-young, jeong hae-gyoon, jang hyeok-jin",South Korea,2020-01-01,2017,TV-MA,1 Season,Four young men come to the rescue of a former classmate whose family has been sucked into the clutches of a religious cult and its charismatic leader.,2020,January,International TV Shows,KOR
s3076,TV Show,spinning out,unknown,"kaya scodelario, january jones, will kemp, willow shields, evan roderick, david james elliott, sarah wright olsen, svetlana efremova, amanda zhou, mitchell edwards, kaitlyn leeb, johnny weir",United States,2020-01-01,2020,TV-MA,1 Season,"A figure skating Olympic hopeful struggles to balance love, family and fragile mental health as her dream of winning takes a dizzying hold.",2020,January,TV Dramas,USA
s3077,TV Show,the bride of habaek,unknown,"shin sae-kyeong, nam joo-hyuk, lim ju-hwan, krystal jung, gong myoung, lee gyoung-young, yang dong-geun",South Korea,2020-01-01,2017,TV-14,1 Season,"When a quest for divine stones in the human world goes awry, the water god Habaek seeks help from a psychiatrist predestined to serve him.",2020,January,International TV Shows,KOR
s3078,Movie,aaviri,ravi babu,"ravi babu, neha chauhan, sri muktha, bharani shankar, mukhtar khan, priya",India,2019-12-31,2019,TV-14,110 min,"After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",2019,December,Horror Movies,IND
s3079,Movie,albert pinto ko gussa kyun aata hai?,soumitra ranade,"nandita das, manav kaul, saurabh shukla, kishore kadam, omkar das manikpuri, amarjeet amle, yusuf hussain, sushma bakshi",India,2019-12-31,2019,TV-MA,85 min,"As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.",2019,December,Dramas,IND
s3080,TV Show,arashi's diary -voyage-,unknown,arashi,Japan,2019-12-31,2019,TV-PG,1 Season,"Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.",2019,December,Docuseries,JPN
s3081,Movie,benchwarmers 2: breaking balls,jon rosenbaum,"chris klein, jon lovitz, chelsey reist, lochlyn munro, liam hughes, jill morrison, zak santiago, garfield wilson, jonathan silverman",United States,2019-12-31,2019,PG-13,90 min,A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.,2019,December,Comedies,USA
s3082,Movie,how high 2,bruce leddy,"lil yachty, d.c. young fly, alyssa goss, deray davis, mary lynn rajskub, blac youngsta, lil baby, nene leakes, mike epps, al shearer",United States,2019-12-31,2019,TV-MA,89 min,"When a pair of friends uncover a weed Bible, their magical stash gets stolen, sending them on a pot-fueled quest through Atlanta to find it.",2019,December,Comedies,USA
s3083,TV Show,occupied,unknown,"henrik mestad, ane dahl torp, ingeborga dapkunaite, eldar skar, ragnhild gudbrandsen, kristin braut-solheim",Norway,2019-12-31,2019,TV-MA,3 Seasons,"In the near future, Russia initiates a ""silk glove"" invasion of Norway to restart oil production, but soon uncertainty, chaos and danger erupt.",2019,December,International TV Shows,NOR
s3084,TV Show,pucca: love recipe,unknown,"jeonghwa yang, yongwoo shin, doug erholtz, melissa fahn, karen strassman, kirk thornton, spike spencer",Unknown,2019-12-31,2018,TV-Y7,1 Season,"Faced with a threat to the survival of her family restaurant, as well as a rival for Garu's heart, Pucca fights for all that she loves.",2019,December,Kids' TV,Unknown
s3085,TV Show,rainbow ruby,unknown,"alyssya swales, shannon chan-kent, brian drummond, olivia charles, kate higgins, johnny yong bosch",South Korea,2019-12-31,2016,TV-Y,1 Season,"Ruby makes magical journeys with her teddy bear Choco to Rainbow Village, where her toys come to life – and where there's always a problem to solve!",2019,December,Kids' TV,KOR
s3086,TV Show,robot trains,unknown,"bill rogers, carrie savage, ken spassione, angela mulligan, mark szabo, daniel j. edwards, mike pollock, anthony salerno",South Korea,2019-12-31,2018,TV-Y7,2 Seasons,"Keeping peace and safety in Train World is no easy task, but for five trains with the power to transform into robots, every crisis is an adventure!",2019,December,Kids' TV,KOR
s3087,TV Show,the degenerates,unknown,"big jay oakerson, brad williams, yamaneika saunders, liza  treyger, joey diaz, christina pazsitzky",Unknown,2019-12-31,2019,TV-MA,2 Seasons,Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,2019,December,Stand-Up Comedy & Talk Shows,Unknown
s3088,TV Show,yanxi palace: princess adventures,unknown,"wang herun, wang yizhe, wang yuwei, xu xiaonuo, wu jinyan, nie yuan",China,2019-12-31,2019,TV-14,1 Season,A determined Qing dynasty princess contends with palace intrigue and a vendetta against her family while navigating the treacherous terrain of romance.,2019,December,International TV Shows,CHN
s3089,TV Show,the disastrous life of saiki k.: reawakened,unknown,"hiroshi kamiya, daisuke ono, nobunaga shimazaki, satoshi hino, natsuki hanae, ai kayano, yukari tamura, maaya uchida, yoshimasa hosoya, masaya matsukaze, tomoaki maeno, kenji nojima, mitsuo iwata, rikako aikawa, yuki kaji, eri kitamura, m・a・o, kensho ono, kohsuke toriumi, nao toyama",Japan,2019-12-30,2019,TV-14,1 Season,"Kusuo and his gaggle of self-proclaimed friends are back for more psychic mishaps. If he didn't have enough problems before, he's got even more now.",2019,December,Anime Series,JPN
s3090,Movie,hot gimmick: girl meets boy,yuki yamato,"miona hori, hiroya shimizu, shotaro mamiya, mizuki itagaki, hiyori sakurada, kaisei kamimura, ai yoshikawa, ryohei shima, asuka kurosawa, kazuya takahashi, takashi sorimachi, riho yoshioka",Japan,2019-12-28,2019,TV-MA,120 min,"A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust.",2019,December,Dramas,JPN
s3091,Movie,blitz patrollie,andrew wessels,"joey rasdien, david kau, david kibuuka, chris forrest, santhiran moonsamy, quentin krog, kaseran pillay, mabutho sithole, mel miller, kagiso lediga, craig urbani",South Africa,2019-12-27,2013,TV-MA,102 min,"Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history.",2019,December,Action & Adventure,ZAF
s3092,Movie,"el pepe, a supreme life",emir kusturica,"josé mujica, emir kusturica",Argentina,2019-12-27,2018,TV-14,73 min,"In this intimate documentary, former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison, his ideals and the future.",2019,December,Documentaries,ARG
s3093,TV Show,kevin hart: don’t f**k this up,unknown,unknown,United States,2019-12-27,2019,TV-MA,1 Season,"Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame.",2019,December,Docuseries,USA
s3094,Movie,the vendor,odunlade adekola,"odunlade adekola, jide kosoko, adunni ade, eniola ajao, ireti osayemi, kayode olaseinde, tunde bernard, bolaji amusan",Unknown,2019-12-27,2018,TV-MA,103 min,A newspaper seller bemoans his lack of success but is undermined by his own laziness when he gets a better job as a driver and finds his rich father.,2019,December,Comedies,Unknown
s3095,Movie,the app,elisa fuksas,"vincenzo crea, jessica cressy, greta scarano, maya sansa, abel ferrara, anita kravos",Italy,2019-12-26,2019,TV-MA,79 min,"While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral.",2019,December,Dramas,ITA
s3096,TV Show,the bonfire of destiny,unknown,"audrey fleurot, julie de bona, camille lou, gilbert melki, josiane balasko, antoine duléry, florence pernel, théo fernandez, victor meutelet, françois-david cardonnel, stéphane guillon, aurélien wiik, gilles cohen",France,2019-12-26,2019,TV-MA,1 Season,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events.",2019,December,International TV Shows,FRA
s3097,TV Show,you,lee toland krieger,"penn badgley, elizabeth lail, shay mitchell, john stamos, luca padovan, zach cherry",United States,2019-12-26,2019,TV-MA,2 Seasons,"Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life.",2019,December,Crime TV Shows,USA
s3098,Movie,doom: annihilation,tony giglio,"amy manson, dominic mafham, luke allen-gale, james weber brown, clayton adams, nina bergman, amer chadha-patel, gavin brocker, chidi ajufo, hari dhillon, katrina nare",United States,2019-12-25,2019,R,97 min,"When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth.",2019,December,Action & Adventure,USA
s3099,Movie,fireworks,"akiyuki shinbo, nobuyuki takeuchi","yuki kaji, nobuo tobita, michiko neya, mitsuru miyamoto, fumihiko tachiki, shintaro asanuma, takahiro sakurai, kana hanazawa, toshiyuki toyonaga, suzu hirose, shinichiro miki, mamoru miyano, takako matsu, masaki suda",Japan,2019-12-25,2017,TV-PG,91 min,"Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day.",2019,December,Anime Features,JPN
s3100,Movie,grand-daddy day care,ron oliver,"danny trejo, reno wilson, margaret avery, barry bostwick, julia duffy, anthony gonzalez, linda gray, james hong, hal linden, alec mapa",United States,2019-12-25,2019,PG-13,96 min,A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.,2019,December,Children & Family Movies,USA
s3101,Movie,jarhead: law of return,don michael paul,"amaury nolasco, devon sawa, robert patrick, jeff pierre, ben cross, amos tamam, yael eitan, tsahi halevi",Israel,2019-12-25,2019,R,103 min,"When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home.",2019,December,Action & Adventure,ISR
s3102,Movie,mfkz,"shojiro nishimi, guillaume renard","kenn michael, vince staples, dino andrade, michael chiklis, giancarlo esposito, jorge gutierrez, dascha polanco, rza, danny trejo, antonio alvarez",France,2019-12-25,2017,R,95 min,Mysterious goons chase teenage slacker Angelino through chaotic Dark Meat City as he uncovers secret powers that could be the key to saving the world.,2019,December,Action & Adventure,FRA
s3103,Movie,sweetheart,j.d. dillard,"kiersey clemons, emory cohen, hanna mangan lawrence, andrew crawford, benedict samuel",United States,2019-12-25,2019,PG-13,83 min,A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.,2019,December,Horror Movies,USA
s3104,TV Show,carole & tuesday,unknown,"miyuri shimabukuro, kana ichinose, akio otsuka, miyu irino, sumire uesaka, hiroshi kamiya, mamoru miyano, kenyu horiuchi, tomoko miyadera, takahiro sakurai, maaya sakamoto, hiroki yasumoto",Japan,2019-12-24,2019,TV-MA,2 Seasons,"Part-timer Carole meets rich girl Tuesday, and each realizes they've found the musical partner they need. Together, they just might make it.",2019,December,Anime Series,JPN
s3105,Movie,como caído del cielo,pepe bojórquez,"omar chaparro, ana claudia talancón, stephanie cayo, yare santana, angélica maría, manuel 'flaco' ibáñez, laura de ita",Mexico,2019-12-24,2019,TV-14,117 min,"To earn his place in heaven, legendary Mexican actor-singer Pedro Infante is sent back to Earth in an impersonator's body to mend his womanizing ways.",2019,December,Comedies,MEX
s3106,Movie,john mulaney & the sack lunch bunch,rhys thomas,"john mulaney, alexander bello, tyler bourke, ava briglia, cordelia comando, camille de la cruz, oriah elgrabli, jake ryan flynn, orson hong, isabella iannelli, jacob laval, suri marrero, zell steele morrow, jonah mussolino, lexi perkel, linder sutton",United States,2019-12-24,2019,TV-PG,70 min,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special.",2019,December,Children & Family Movies,USA
s3107,TV Show,lost in space,unknown,"molly parker, toby stephens, max jenkins, taylor russell, mina sundwall, parker posey, ignacio serricchio",United States,2019-12-24,2019,TV-PG,2 Seasons,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",2019,December,TV Action & Adventure,USA
s3108,Movie,jacob's ladder,david m. rosenthal,"michael ealy, jesse williams, nicole beharie, guy burnet, joseph sikora, karla souza, ritchie coster, jon eyez",United States,2019-12-22,2019,R,90 min,"After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions.",2019,December,Thrillers,USA
s3109,TV Show,private practice,unknown,"kate walsh, tim daly, audra mcdonald, paul adelstein, taye diggs, amy brenneman, kadee strickland, chris lowell, brian benben",United States,2019-12-22,2012,TV-14,6 Seasons,"At Oceanside Wellness Center, Dr. Addison Montgomery deals with competing personalities in the new world of holistic medicine.",2019,December,TV Comedies,USA
s3110,Movie,back of the net,louise alston,"sofia wylie, tiarnie coupland, trae robin, gemma chua-tran, ashleigh ross, yasmin honeychurch, raj labade, christopher kirby, melissa bonne, kate box",Australia,2019-12-21,2019,TV-Y,86 min,An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.,2019,December,Children & Family Movies,AUS
s3111,Movie,lost in london,sunkanmi adebayo,"ime bishop umoh, alexx ekubo, stanley chibunna, ella betts, adi lev, kemi olofinmakin",Nigeria,2019-12-21,2017,TV-PG,86 min,"Nigerian students Okon and Bona experience culture shock – several shocks, really – after being selected for an exchange program in London.",2019,December,Comedies,NGA
s3112,TV Show,agent,unknown,"khumbulani kay sibiya, sisanda henna, tarynn wyngaard, anthony oseyemi, virgile bramly, manie malone, yannick konnan, vinaya sungkur, michaella russell, thabo malema",Mauritius,2019-12-20,2019,TV-MA,1 Season,"A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything.",2019,December,International TV Shows,MUS
s3113,Movie,being mrs elliot,omoni oboli,"omoni oboli, majid michel, ayo makun, uru eke, ime bishop umoh, lepacious bose, seun akindele, sylvia oluchy, chika chukwu",Nigeria,2019-12-20,2014,TV-14,113 min,"When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives.",2019,December,Dramas,NGA
s3114,Movie,falz experience,falz,"falz, adunni ade, bisola aiyeola, frank donga",Unknown,2019-12-20,2018,TV-MA,82 min,"Playing multiple characters, from lawyer to preacher, Nigerian artist Falz combines cinema with a concert after his successful 2017 end-of-year show.",2019,December,International Movies,Unknown
s3115,Movie,iyore,frank rajah arase,"rita dominic, joseph benjamin, okawa shaznay, paul obazele, yemi blaq, bukky wright",Nigeria,2019-12-20,2015,TV-PG,141 min,A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.,2019,December,Dramas,NGA
s3116,Movie,the first lady,omoni oboli,"omoni oboli, alexx ekubo, chinedu ikedieze, joseph benjamin, yvonne jegede, anthony monjaro, taiwo familoni, jude chukwuka, emilyn johnson-ekpo, udoka oyeka",Unknown,2019-12-20,2015,TV-MA,107 min,"Dreaming of a better life, an imperiled prostitute crosses paths with a wealthy company heir who’s been transformed into a child by his evil uncle.",2019,December,Dramas,Unknown
s3117,Movie,the two popes,fernando meirelles,"anthony hopkins, jonathan pryce, juan minujín",United Kingdom,2019-12-20,2019,PG-13,126 min,"At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events.",2019,December,Dramas,GBR
s3118,TV Show,the witcher,unknown,"henry cavill, anya chalotra, freya allan, jodhi may, myanna buring, joey batey, eamon farren, mimi ndiweni, björn hlynur haraldsson, adam levy, lars mikkelsen, royce pierreson, wilson radjou-pujalte, anna shaffer",United States,2019-12-20,2019,TV-MA,1 Season,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",2019,December,International TV Shows,USA
s3119,Movie,after the raid,rodrigo reyes,unknown,United States,2019-12-19,2019,TV-PG,25 min,A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.,2019,December,Documentaries,USA
s3120,TV Show,twice upon a time,unknown,"gaspard ulliel, freya mavor",France,2019-12-19,2019,TV-MA,1 Season,"Months after a crushing breakup, a man receives a mysterious package that opens a portal to the past – and gives him a chance to win back his ex.",2019,December,International TV Shows,FRA
s3121,TV Show,ultraviolet,unknown,"marta nieradkiewicz, sebastian fabijański, agata kulesza, bartłomiej topa, magdalena czerwińska, michał żurawski, marek kalita, paulina chapko, karolina chapko, viet anh do",Poland,2019-12-19,2019,TV-MA,2 Seasons,An online community of amateur sleuths use technology to solve crimes – and make quirky friends – in their quest for justice.,2019,December,Crime TV Shows,POL
s3122,TV Show,don't f**k with cats: hunting an internet killer,mark lewis,unknown,United Kingdom,2019-12-18,2019,TV-MA,1 Season,A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.,2019,December,Crime TV Shows,GBR
s3123,TV Show,soundtrack,unknown,"paul james, callie hernandez, marianne jean-baptiste, jenna dewan, jahmil french, megan ferguson, madeleine stowe, campbell scott, isaiah givens",United States,2019-12-18,2019,TV-MA,1 Season,"Love, loss and transformative luck intersect in this musical drama about two struggling artists experiencing life at full volume in Los Angeles.",2019,December,Romantic TV Shows,USA
s3124,Movie,ronny chieng: asian comedian destroys america!,sebastian dinatale,ronny chieng,United States,2019-12-17,2019,TV-MA,63 min,"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more.",2019,December,Stand-Up Comedy,USA
s3125,Movie,"sincerely yours, dhaka","nuhash humayun, syed ahmed shawki, rahat rahman, robiul alam robi, golam kibria farooki, mir mukarram hossain, tanvir ahsan, mahmudul islam, abdullah al noor, krishnendu chattopadhyay, syed saleh ahmed sobhan","mostafizur noor imran, orchita sporshia, allen shubhro, shamol mawla, sarder saniat hossain, manoj kumar pramanik, trapa majumder, intekhab dinar, iresh zaker, lutfur rahman george",Bangladesh,2019-12-16,2018,TV-MA,136 min,Eleven emerging Bangladeshi filmmakers present a collection of gritty shorts centered on the capital city and the people living in its margins.,2019,December,Comedies,BGD
s3126,Movie,the danish girl,tom hooper,"eddie redmayne, alicia vikander, ben whishaw, sebastian koch, amber heard, matthias schoenaerts, pip torrens, nicholas woodeson, emerald fennell, adrian schiller",United Kingdom,2019-12-16,2015,R,120 min,"In 1920s Denmark, married artists embark on a journey of unconditional love when the husband announces his intentions to live life as a woman.",2019,December,Dramas,GBR
s3127,Movie,bangistan,karan anshuman,"riteish deshmukh, pulkit samrat, kumud mishra, chandan roy sanyal, arya babbar, shivkumar subramaniam, tom alter, jacqueline fernandez",India,2019-12-15,2015,TV-14,134 min,"Sent on the same deadly international mission by their rival religious factions, two men's madcap antics along the way take them hilariously off course.",2019,December,Comedies,IND
s3128,TV Show,cinderella and the four knights,unknown,"jung il-woo, ahn jae-hyeon, park so-dam, lee jung-shin, kim yong-geon, choi min, son na-eun",South Korea,2019-12-15,2016,TV-PG,1 Season,"Catching the eye of a wealthy gentleman, spunky Ha-won gets hired to live with his three immature grandsons so she can whip them into shape.",2019,December,International TV Shows,KOR
s3129,TV Show,cocomong,unknown,"jung sun-hye, yang jeong-hwa, kim jang, ryoo jeom-hee, hong bum-ki, shin yong-woo",United States,2019-12-15,2015,TV-Y,2 Seasons,"What's in your fridge? In sunny Refrigerator Land, everyday ingredients transform into animal friends who love a good adventure.",2019,December,Kids' TV,USA
s3130,TV Show,crash landing on you,unknown,"hyun bin, son ye-jin, seo ji-hye, kim jung-hyun, oh man-seok, kim young-min, kim jung-nan, kim sun-young, hwangwoo seul-hye",South Korea,2019-12-15,2019,TV-14,1 Season,"A paragliding mishap drops a South Korean heiress in North Korea – and into the life of an army officer, who decides he will help her hide.",2019,December,International TV Shows,KOR
s3131,TV Show,"crazy, lovely, cool",obi emelonye,"enyinna nwigwe, adesua etomi, uru eke, zynnell zuh, obi okolie, anthony monjaro, emmanuel emelu, chinonye chidolue, lorenzo menakaya, king bawa",Nigeria,2019-12-15,2018,TV-MA,1 Season,"For a group of charismatic undergraduates, the jolting revelations from a campus blog turn surviving university life into a serious matter.",2019,December,International TV Shows,NGA
s3132,Movie,dil chahta hai,farhan akhtar,"aamir khan, saif ali khan, akshaye khanna, preity zinta, sonali kulkarni, dimple kapadia, ayub khan, rajat kapoor, suhasini mulay, ahmed khan",India,2019-12-15,2001,TV-14,185 min,"Inseparable childhood friends Akash, Sameer and Siddharth are just out of college. Nothing comes between them – until they each fall in love.",2019,December,Comedies,IND
s3133,Movie,dil dhadakne do,zoya akhtar,"anil kapoor, priyanka chopra, ranveer singh, anushka sharma, farhan akhtar, shefali shah, rahul bose, parmeet sethi, vikrant massey, zarina wahab, aamir khan",India,2019-12-15,2015,TV-MA,174 min,"While hosting a shipboard holiday for relatives and friends, a wealthy but dysfunctional family must face the ugly truths under their flawless facade.",2019,December,Comedies,IND
s3134,Movie,don,farhan akhtar,"shah rukh khan, priyanka chopra, arjun rampal, isha koppikar, kareena kapoor, boman irani, om puri, pavan malhotra",India,2019-12-15,2006,TV-14,169 min,"A ruthless crime boss and drug lord is nabbed and held captive by the authorities, who send his naïve look-alike to infiltrate the man's gang.",2019,December,Action & Adventure,IND
s3135,Movie,don 2,farhan akhtar,"shah rukh khan, priyanka chopra, boman irani, lara dutta, kunal kapoor, om puri, alyy khan, nawab shah",India,2019-12-15,2011,TV-14,148 min,"With Asia under his complete control, criminal mastermind Don turns to Europe, battling the mob bosses of each nation along the way.",2019,December,Action & Adventure,IND
s3136,Movie,fukrey,mrighdeep singh lamba,"pulkit samrat, manjot singh, ali fazal, varun sharma, richa chadda, priya anand, vishakha singh, pankaj tripathi",India,2019-12-15,2013,TV-14,135 min,Four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed Bollywood teen drama.,2019,December,Action & Adventure,IND
s3137,Movie,game,abhinay deo,"abhishek bachchan, kangana ranaut, anupam kher, boman irani, jimmy shergill, shahana goswami, gauhar khan, sarah-jane dias",India,2019-12-15,2011,TV-14,135 min,"A tycoon accuses three strangers of killing his daughter but mysteriously dies before he can expose them, sparking a tangled hunt for the real culprit.",2019,December,International Movies,IND
s3138,TV Show,girls und panzer,tsutomu mizushima,"mai fuchigami, ai kayano, mami ozaki, ikumi nakagami, yuka iguchi, misato fukuen, mikako takahashi, kana ueda",Japan,2019-12-15,2012,TV-PG,1 Season,Miho Nishizumi tries to escape her family's tradition of tankery by enrolling at a new high school. Instead she gets back into the sport with friends.,2019,December,Anime Series,JPN
s3139,Movie,holy expectations,fernando ayllón,"adriana botina, fernando ramos, isabella sierra, joavany álvarez, christian lópez, omar murillo, nelson polanía, carlos barbosa, josé manuel ospina, aída morales",Unknown,2019-12-15,2019,TV-14,89 min,"With a short life expectancy, a young girl uses faith and her vivid imagination to navigate adversity and create a story that impacts all around her.",2019,December,Children & Family Movies,Unknown
s3140,Movie,honeymoon travels pvt. ltd.,reema kagti,"shabana azmi, boman irani, abhay deol, minissha lamba, kay kay menon, raima sen, sandhya mridul, vikram chatwal, ameesha patel, karan khanna, diya mirza, ranvir shorey",India,2019-12-15,2007,TV-14,119 min,This offbeat comedy-drama follows six quirky newlywed couples as they set off on a bus from Mumbai to Goa on their honeymoons.,2019,December,Comedies,IND
s3141,Movie,isoken,jadesola osiberu,"dakore akande, joseph benjamin, marc rhys, funke akindele, lydia forson, damilola adegbite, tina mba, patrick doyle",Nigeria,2019-12-15,2017,TV-14,98 min,"Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist.",2019,December,Comedies,NGA
s3142,Movie,karthik calling karthik,vijay lalwani,"farhan akhtar, deepika padukone, ram kapoor, vivan bhatena, vipin sharma, yatin karyekar, shefali shah",India,2019-12-15,2010,TV-14,135 min,"Unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself.",2019,December,Dramas,IND
s3143,Movie,lakshya,farhan akhtar,"amitabh bachchan, hrithik roshan, preity zinta, om puri, sharad kapoor, rajendranath zutshi, sushant singh, prashant chainani, shakeel khan, ranvir shorey",India,2019-12-15,2004,TV-PG,185 min,"After dropping out of the army, a spoiled teenager reenlists and proves his mettle by becoming an officer just as war breaks out.",2019,December,Action & Adventure,IND
